Date,01-1985,02-1985,03-1985,04-1985,05-1985,06-1985,07-1985,08-1985,09-1985,10-1985,11-1985,12-1985,01-1986,02-1986,03-1986,04-1986,05-1986,06-1986,07-1986,08-1986,09-1986,10-1986,11-1986,12-1986,01-1987,02-1987,03-1987,04-1987,05-1987,06-1987,07-1987,08-1987,09-1987,10-1987,11-1987,12-1987,01-1988,02-1988,03-1988,04-1988,05-1988,06-1988,07-1988,08-1988,09-1988,10-1988,11-1988,12-1988,01-1989,02-1989,03-1989,04-1989,05-1989,06-1989,07-1989,08-1989,09-1989,10-1989,11-1989,12-1989,01-1990,02-1990,03-1990,04-1990,05-1990,06-1990,07-1990,08-1990,09-1990,10-1990,11-1990,12-1990,01-1991,02-1991,03-1991,04-1991,05-1991,06-1991,07-1991,08-1991,09-1991,10-1991,11-1991,12-1991,01-1992,02-1992,03-1992,04-1992,05-1992,06-1992,07-1992,08-1992,09-1992,10-1992,11-1992,12-1992,01-1993,02-1993,03-1993,04-1993,05-1993,06-1993,07-1993,08-1993,09-1993,10-1993,11-1993,12-1993,01-1994,02-1994,03-1994,04-1994,05-1994,06-1994,07-1994,08-1994,09-1994,10-1994,11-1994,12-1994,01-1995,02-1995,03-1995,04-1995,05-1995,06-1995,07-1995,08-1995,09-1995,10-1995,11-1995,12-1995,01-1996,02-1996,03-1996,04-1996,05-1996,06-1996,07-1996,08-1996,09-1996,10-1996,11-1996,12-1996,01-1997,02-1997,03-1997,04-1997,05-1997,06-1997,07-1997,08-1997,09-1997,10-1997,11-1997,12-1997,01-1998,02-1998,03-1998,04-1998,05-1998,06-1998,07-1998,08-1998,09-1998,10-1998,11-1998,12-1998,01-1999,02-1999,03-1999,04-1999,05-1999,06-1999,07-1999,08-1999,09-1999,10-1999,11-1999,12-1999,01-2000,02-2000,03-2000,04-2000,05-2000,06-2000,07-2000,08-2000,09-2000,10-2000,11-2000,12-2000,01-2001,02-2001,03-2001,04-2001,05-2001,06-2001,07-2001,08-2001,09-2001,10-2001,11-2001,12-2001,01-2002,02-2002,03-2002,04-2002,05-2002,06-2002,07-2002,08-2002,09-2002,10-2002,11-2002,12-2002,01-2003,02-2003,03-2003,04-2003,05-2003,06-2003,07-2003,08-2003,09-2003,10-2003,11-2003,12-2003,01-2004,02-2004,03-2004,04-2004,05-2004,06-2004,07-2004,08-2004,09-2004,10-2004,11-2004,12-2004,01-2005,02-2005,03-2005,04-2005,05-2005,06-2005,07-2005,08-2005,09-2005,10-2005,11-2005,12-2005,01-2006,02-2006,03-2006,04-2006,05-2006,06-2006,07-2006,08-2006,09-2006,10-2006,11-2006,12-2006,01-2007,02-2007,03-2007,04-2007,05-2007,06-2007,07-2007,08-2007,09-2007,10-2007,11-2007,12-2007,01-2008,02-2008,03-2008,04-2008,05-2008,06-2008,07-2008,08-2008,09-2008,10-2008,11-2008,12-2008,01-2009,02-2009,03-2009,04-2009,05-2009,06-2009,07-2009,08-2009,09-2009,10-2009,11-2009,12-2009,01-2010,02-2010,03-2010,04-2010,05-2010,06-2010,07-2010,08-2010,09-2010,10-2010,11-2010,12-2010,01-2011,02-2011,03-2011,04-2011,05-2011,06-2011,07-2011,08-2011,09-2011,10-2011,11-2011,12-2011,01-2012,02-2012,03-2012,04-2012,05-2012,06-2012,07-2012,08-2012,09-2012,10-2012,11-2012,12-2012,01-2013,02-2013,03-2013,04-2013,05-2013,06-2013,07-2013,08-2013,09-2013,10-2013,11-2013,12-2013,01-2014,02-2014,03-2014,04-2014,05-2014,06-2014,07-2014,08-2014,09-2014,10-2014,11-2014,12-2014,01-2015,02-2015,03-2015,04-2015,05-2015,06-2015,07-2015,08-2015,09-2015,10-2015,11-2015,12-2015,01-2016,02-2016,03-2016,04-2016,05-2016,06-2016,07-2016,08-2016,09-2016,10-2016,11-2016,12-2016,01-2017,02-2017,03-2017,04-2017,05-2017,06-2017,07-2017,08-2017,09-2017,10-2017,11-2017,12-2017,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024,03-2024,04-2024,05-2024,06-2024,07-2024,08-2024,09-2024,10-2024,11-2024,12-2024
query1,915929,847782,1048298,958111,987884,1068811,1099793,1112041,1079481,1065572,987387,1077061,1036101,941533,1072872,1050938,1083378,1107116,1179403,1206532,1101955,1102370,1028950,1077951,1045353,1000980,1103028,1045939,1078583,1105099,1180811,1201867,1102972,1111197,1068180,1160445,971821,934100,1007403,959102,1023556,1034313,1113499,1172038,1059503,1068061,1011738,1038380,1054408,920213,1218404,1006201,1082175,1256347,1168786,1184159,1247774,1100228,1018447,1597897,1169803,1036244,1146794,1106511,1162165,1157810,1253222,1266844,1167247,1202765,1123995,1274126,1087223,1016601,1152720,1098385,1151531,1201234,1254070,1266348,1188100,1184426,1093356,1634762,1127979,1048344,1169667,1086816,1117657,1195291,1215490,1214423,1179084,1141688,1072200,1393809,1050353,908912,1101611,1040324,1079028,1170106,1190810,1196820,1141523,1115360,1046920,1256865,989329,922192,1071245,1043995,1095557,1115649,1182059,1207439,1106283,1127448,1057572,1255052,1034304,918631,1048694,1004468,1079353,1086236,1144168,1179687,1079180,1115390,1026916,1154361,931402,874110,917399,918787,973939,1003717,1044015,1037316,964124,994227,902907,1461680,879315,785484,866541,855760,909681,1000841,980433,967401,915682,930198,835104,2199067,863096,758462,830363,817177,853138,883401,907169,912091,847634,852568,795551,2147449,768803,688544,762798,762073,801419,823474,870873,879372,811158,826221,785416,1972878,756753,707913,797876,764236,833446,1008408,886978,886319,830150,840841,773112,1737219,779637,676175,786540,793675,851329,1026574,911307,906606,857499,912037,841359,1829430,831582,706306,797447,811731,859395,1027461,906073,897609,930386,863816,785207,1880997,781068,652781,849982,805304,846117,1069458,897046,882281,919867,861278,782016,1855079,776147,692595,864893,793087,839414,1091978,882968,875361,891199,852502,800497,1835608,767125,668369,834380,796805,843782,1088836,890574,901670,899654,857834,788288,1713120,818104,673792,841563,786064,857761,1103568,896424,895653,887872,847554,792230,1732330,778829,644137,833991,787370,861294,1106781,895405,879899,880536,846857,779084,1725358,762882,655023,806137,784760,822997,1086848,891581,879696,895208,847639,757167,1734711,714822,616459,772018,745091,796216,1037447,848710,841551,847810,793541,750062,1672664,702762,576490,774394,748384,789244,1022478,839066,834260,831767,781809,726275,1562006,683018,562116,745884,731243,794336,1113725,844723,850569,849518,795374,760855,1396027,728880,617878,763809,734590,798352,943691,829185,825202,823388,783185,728223,1501567,748985,611485,683908,724512,785331,903069,828479,824616,778345,784633,710134,1286398,689241,567210,653867,688158,743156,846063,787228,772508,747728,744423,666093,1300093,680567,535506,643956,666419,721625,823380,771241,764345,733460,727477,678275,1284002,683113,594091,664172,673322,721064,816656,744429,764273,726393,737128,689242,1244128,688597,593912,637265,651427,704912,705923,736254,736491,692415,711172,659019,1270825,644764,557881,606065,614507,673533,666860,700324,699255,657670,669868,612769,1240436,600582,531387,581535,596766,647447,635929,661820,663119,630118,624114,574937,1185391,617543,551163,549494,510718,558847,584776,610977,624417,601030,622722,585015,1090649,432893,370058,410218,402680,452595,455109,488842,490301,488988,510937,480657,505515,586202,543119,614944,609950,649175,643257,677451,671583,636706,646414,596465,766979,622744,543199,597478,599572,649035,643993,669127,668599,625976,649632,599707,698701,575177,545517,566946,569588,602757,591356,617125,606760,586595,594107,544831,617139
"",
Query Number,Query Paramaters
query1,offense : violent-crime,offense : property-crime,stateAbbr : US,dataRange : 01-1985-12-2024
